s_no,hospital_name,district_name,hosp_type,tier,hosp_level,level_source,dump_hosp_level,latitude,longitude,tpl_total,tpl_source,tpl_rows_in_dump,dump_hospid,coord_status,coord_note
203,PHC CHANDSAULI,Ambala,PHC,Primary,L3,spec_type,L3,30.369617,77.080439,6.38,real,1,21,ok,
204,PHC DHANANA,Ambala,PHC,Primary,L3,spec_type,L3,30.445081,76.980704,4.08,real,1,22,ok,
205,PHC PATHREHRI,Ambala,PHC,Primary,L3,spec_type,L3,30.410337,77.029281,23.23,real,1,23,ok,
206,PHC BIRAN,Bhiwani,PHC,Primary,L3,spec_type,L3,28.829991,76.008756,15.98,real,1,986,ok,
207,PHC BUSAN,Bhiwani,PHC,Primary,L3,spec_type,L3,28.766914,75.770350,12.95,real,1,939,ok,
208,PHC SANDWA,Bhiwani,PHC,Primary,L3,spec_type,L3,28.754416,75.820105,16.90,real,1,940,ok,
209,PHC BAMLA,Bhiwani,PHC,Primary,L3,spec_type,L3,28.805214,76.251765,10.63,real,1,941,ok,
210,PHC KHARAK KALAN,Bhiwani,PHC,Primary,L3,spec_type,L3,28.831481,76.334903,11.83,estimated,0,942,ok,
211,PHC NANDGAON,Bhiwani,PHC,Primary,L3,spec_type,L3,28.678025,76.116556,14.05,real,1,943,ok,
212,PHC BEHAL,Bhiwani,PHC,Primary,L3,spec_type,L3,28.627308,75.623091,6.33,real,1,944,ok,
213,PHC DHIGAWA JATAN,Bhiwani,PHC,Primary,L3,spec_type,L3,28.577905,75.812957,12.53,real,1,945,ok,
214,PHC NAKIPUR,Bhiwani,PHC,Primary,L3,spec_type,L3,28.570635,75.735649,10.73,real,1,946,ok,
215,PHC SOHANSARA,Bhiwani,PHC,Primary,L3,spec_type,L3,28.411383,75.870023,17.70,real,2,947,ok,
216,PHC BARWA,Bhiwani,PHC,Primary,L3,spec_type,L3,30.557489,76.937000,9.95,real,1,948,ok,
217,PHC GURERA,Bhiwani,PHC,Primary,L3,spec_type,L3,28.919784,75.513427,5.65,real,1,949,ok,
218,PHC JHUMPA KALAN,Bhiwani,PHC,Primary,L3,spec_type,L3,28.432861,75.808537,13.50,real,3,950,ok,
219,PHC LILAS,Bhiwani,PHC,Primary,L3,spec_type,L3,28.849988,75.534191,0.28,real,1,951,ok,
220,PHC CHANG,Bhiwani,PHC,Primary,L3,spec_type,,28.878270,76.246540,13.90,estimated,0,,ok,
221,PHC SUI,Bhiwani,PHC,Primary,L3,spec_type,L3,28.862488,76.061715,9.63,real,1,953,ok,
222,PHC TALU,Bhiwani,PHC,Primary,L3,spec_type,L3,28.978194,76.145567,10.83,real,1,954,ok,
223,PHC DHANIMAHU,Bhiwani,PHC,Primary,L3,spec_type,L3,28.766078,75.963620,10.85,real,1,955,ok,
224,PHC DINOD,Bhiwani,PHC,Primary,L3,spec_type,L3,28.797910,76.052264,12.55,real,1,956,ok,
225,PHC JUI KALAN,Bhiwani,PHC,Primary,L3,spec_type,L3,28.642415,75.959251,16.90,real,1,957,ok,
226,PHC ALAKHPURA,Bhiwani,PHC,Primary,L3,spec_type,L3,29.015487,76.048455,7.38,real,2,958,ok,
227,PHC PUR,Bhiwani,PHC,Primary,L3,spec_type,L3,28.950470,76.104354,5.20,real,1,959,ok,
228,PHC BADHRA,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.509353,75.944275,20.65,estimated,0,,ok,
229,PHC CHHAPAR,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.656619,76.229445,13.84,estimated,0,,ok,
230,PHC HARODI,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.569656,76.039130,10.57,estimated,0,,ok,
231,PHC KADMA,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.591366,76.251217,11.27,estimated,0,,ok,
232,PHC ACHINA,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.670420,76.372745,4.79,estimated,0,,ok,
233,PHC IMLOTA,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.614874,76.446840,13.66,estimated,0,,ok,
234,PHC RANILA,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.715421,76.352821,20.70,estimated,0,,ok,
235,PHC SANWAR,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.706114,76.290652,1.08,estimated,0,,ok,
236,PHC BALKARA,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.539280,76.292620,10.45,estimated,0,,ok,
237,PHC MAI KALAN,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.457727,76.109476,20.98,estimated,0,,ok,
238,PHC MANKAWAS,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.621032,76.183995,0.85,estimated,0,,ok,
239,PHC SANTOKHPURA,Charkhi Dadri,PHC,Primary,L3,spec_type,,28.510018,76.298644,3.15,estimated,0,,ok,
240,PHC ANANDPUR,Faridabad,PHC,Primary,L3,spec_type,L3,28.021313,76.541141,9.05,real,1,696,ok,
241,PHC DHOJ,Faridabad,PHC,Primary,L3,spec_type,L3,28.685474,76.626349,11.03,real,1,689,ok,
242,PHC FATEHPUR TEGGA,Faridabad,PHC,Primary,L3,spec_type,,28.344214,77.193121,21.82,estimated,0,,ok,
243,PHC PALLA,Faridabad,PHC,Primary,L3,spec_type,L3,28.472310,77.320241,5.83,real,1,691,ok,
244,PHC FATEHPUR BILLOCH,Faridabad,PHC,Primary,L3,spec_type,L3,28.256173,77.371961,8.23,real,1,692,ok,
245,PHC MOHNA,Faridabad,PHC,Primary,L3,spec_type,L3,28.222197,77.441493,22.48,real,1,693,ok,
246,PHC PANHERA KHURD,Faridabad,PHC,Primary,L3,spec_type,L3,28.264408,77.400178,8.50,real,1,694,ok,
247,PHC SIKRI,Faridabad,PHC,Primary,L3,spec_type,L3,28.279787,77.288303,9.15,real,1,695,ok,
248,PHC AHERWAN,Fatehabad,PHC,Primary,L3,spec_type,L3,29.605479,75.549823,15.20,real,3,779,ok,
249,PHC BHIRDANA,Fatehabad,PHC,Primary,L3,spec_type,L3,29.543583,75.549604,12.90,real,1,780,ok,
250,PHC HASSINGA,Fatehabad,PHC,Primary,L3,spec_type,L3,29.595815,75.614251,11.85,real,2,781,ok,
251,PHC MEHMARA,Fatehabad,PHC,Primary,L3,spec_type,L3,29.734136,75.648075,4.68,real,1,782,ok,
252,PHC NAGPUR,Fatehabad,PHC,Primary,L3,spec_type,L3,29.656605,75.430471,15.20,real,1,783,ok,
253,PHC INDACHHOI,Fatehabad,PHC,Primary,L3,spec_type,L3,29.665327,75.741932,44.73,real,1,784,ok,
254,PHC JHALANIA,Fatehabad,PHC,Primary,L3,spec_type,,29.510545,75.555778,20.54,estimated,0,,ok,
255,PHC NEHLA,Fatehabad,PHC,Primary,L3,spec_type,,29.436433,75.736913,4.41,estimated,0,,ok,
256,PHC PIRTHLA,Fatehabad,PHC,Primary,L3,spec_type,,29.600434,75.858724,11.31,estimated,0,,ok,
257,PHC  KULLAN,Fatehabad,PHC,Primary,L3,spec_type,L3,29.660927,75.725687,12.68,real,1,988,ok,
258,PHC  MAMUPUR,Fatehabad,PHC,Primary,L3,spec_type,L3,29.747008,75.830343,11.23,real,1,789,ok,
259,PHC  MEYOND KALAN,Fatehabad,PHC,Primary,L3,spec_type,L3,29.750738,75.776482,2.18,real,1,790,ok,
260,PHC SAMIAN,Fatehabad,PHC,Primary,L3,spec_type,,29.618646,75.937693,25.06,estimated,0,,ok,
261,PHC BANGAON,Fatehabad,PHC,Primary,L3,spec_type,,29.456070,75.422190,13.87,estimated,0,,ok,
262,PHC KHABRAKALAN,Fatehabad,PHC,Primary,L3,spec_type,L3,29.345293,75.382519,2.33,real,1,793,ok,
263,PHC KHAIRATI KHERA,Fatehabad,PHC,Primary,L3,spec_type,L3,29.497944,75.366818,4.15,real,2,794,ok,
264,PHC PILIMANDORI,Fatehabad,PHC,Primary,L3,spec_type,L3,29.392211,75.256366,27.25,real,1,795,ok,
265,PHC BIGHAR,Fatehabad,PHC,Primary,L3,spec_type,L3,29.451895,75.464801,16.18,real,2,796,ok,
266,PHC HIJRAWANKALAN,Fatehabad,PHC,Primary,L3,spec_type,L3,29.619711,75.352637,4.95,real,1,797,ok,
267,PHC MP ROHI,Fatehabad,PHC,Primary,L3,spec_type,L3,29.474409,75.590216,13.73,real,1,798,ok,
268,PHC DAULATABAD,Gurugram,PHC,Primary,L3,spec_type,L3,28.492485,76.995974,22.23,real,1,65,ok,
269,PHC GARHI HARSARU,Gurugram,PHC,Primary,L3,spec_type,,28.447079,76.943459,16.43,estimated,0,,ok,
270,PHC GURGAON VILLAGE,Gurugram,PHC,Primary,L3,spec_type,,28.477045,77.026555,8.52,estimated,0,,ok,
271,PHC HAZIPUR,Gurugram,PHC,Primary,L3,spec_type,L3,28.203047,77.150807,2.68,real,1,67,ok,
272,PHC WAZIRABAD,Gurugram,PHC,Primary,L3,spec_type,L3,28.432281,77.088543,3.73,estimated,0,68,ok,
273,PHC MANDPURA,Gurugram,PHC,Primary,L3,spec_type,L3,28.334052,76.737578,24.45,real,1,69,ok,
274,PHC BADSHAPUR,Gurugram,PHC,Primary,L3,spec_type,,28.391570,77.051905,9.61,estimated,0,,ok,
275,PHC BHONDSI,Gurugram,PHC,Primary,L3,spec_type,,28.351591,77.065423,10.11,estimated,0,,ok,
276,PHC PALRA,Gurugram,PHC,Primary,L3,spec_type,L3,28.377121,77.024123,0.73,real,1,72,ok,
277,PHC BHANGROLA,Gurugram,PHC,Primary,L3,spec_type,,28.392964,76.907075,2.83,estimated,0,,ok,
278,PHC KASAN,Gurugram,PHC,Primary,L3,spec_type,,28.358548,76.906745,24.03,estimated,0,,ok,
279,PHC NAKHROLA,Gurugram,PHC,Primary,L3,spec_type,L3,28.381278,76.955770,9.40,real,1,74,ok,
280,PHC KAIMARI,Hissar,PHC,Primary,L3,spec_type,L3,29.083619,75.724052,24.95,real,2,113,ok,
281,PHC LADWA,Hissar,PHC,Primary,L3,spec_type,L3,29.070155,75.798115,7.18,real,1,114,ok,
282,PHC NALWA,Hissar,PHC,Primary,L3,spec_type,L3,28.947430,75.825438,25.45,real,1,115,ok,
283,PHC TALWANDI RUKKA,Hissar,PHC,Primary,L3,spec_type,L3,28.947794,75.712053,6.18,real,1,116,ok,
284,PHC BALSAMAND,Hissar,PHC,Primary,L3,spec_type,L3,29.078513,75.487874,13.75,real,1,127,ok,
285,PHC CHOUDHARYWAS,Hissar,PHC,Primary,L3,spec_type,L3,29.016516,75.579151,22.63,real,1,117,ok,
286,PHC GAWAR,Hissar,PHC,Primary,L3,spec_type,L3,28.982465,75.558366,16.68,real,1,126,ok,
287,PHC SATROAD KALAN,Hissar,PHC,Primary,L3,spec_type,L3,29.112150,75.793181,4.10,real,3,118,ok,
288,PHC   PABRA,Hissar,PHC,Primary,L3,spec_type,,29.412035,75.792615,3.30,estimated,0,,ok,
289,PHC BHANBHORI,Hissar,PHC,Primary,L3,spec_type,L3,29.407722,76.044006,12.68,real,4,119,ok,
290,PHC DAULATPUR,Hissar,PHC,Primary,L3,spec_type,L3,29.441530,75.861888,8.13,real,2,120,ok,
291,PHC HASANGARH,Hissar,PHC,Primary,L3,spec_type,L3,28.833753,76.844889,3.55,real,1,121,ok,
292,PHC AGROHA,Hissar,PHC,Primary,L3,spec_type,L3,29.332348,75.629451,16.25,real,1,122,ok,
293,PHC BICHPARI,Hissar,PHC,Primary,L3,spec_type,L3,29.223010,75.780661,5.35,real,1,123,ok,
294,PHC DHANSU,Hissar,PHC,Primary,L3,spec_type,L3,29.216483,75.801048,9.28,real,1,124,ok,
295,PHC LANDHRI,Hissar,PHC,Primary,L3,spec_type,L3,29.301063,75.656358,21.83,real,1,111,ok,
296,PHC DATTA,Hissar,PHC,Primary,L3,spec_type,L3,29.260758,75.996420,14.13,real,1,128,ok,
297,PHC GURANA,Hissar,PHC,Primary,L3,spec_type,L3,29.304243,75.954438,16.55,real,1,129,ok,
298,PHC SINDHAR,Hissar,PHC,Primary,L3,spec_type,L3,29.262869,75.928872,8.83,real,2,140,ok,
299,PHC PUTHI MANGAL KAHAN,Hissar,PHC,Primary,L3,spec_type,L3,29.030457,75.944449,5.68,real,1,139,ok,
300,PHC UMRA,Hissar,PHC,Primary,L3,spec_type,L3,29.019967,75.894917,13.20,real,1,130,ok,
301,PHC KHERI LACHAB,Hissar,PHC,Primary,L3,spec_type,L3,29.337483,76.094302,8.00,real,1,131,ok,
302,PHC CHULI BAGRIAN,Hissar,PHC,Primary,L3,spec_type,L3,29.290656,75.385816,3.40,real,2,132,ok,
303,PHC DOBHI,Hissar,PHC,Primary,L3,spec_type,L3,29.132266,75.509073,6.80,real,1,133,ok,
304,PHC KAJLAN,Hissar,PHC,Primary,L3,spec_type,L3,29.236823,75.616365,19.18,real,1,134,ok,
305,PHC NEOLI KALAN,Hissar,PHC,Primary,L3,spec_type,L3,29.188220,75.629910,13.83,real,2,135,ok,
306,PHC BASS,Hissar,PHC,Primary,L3,spec_type,L3,29.114642,76.156291,11.90,real,1,136,ok,
307,PHC PUTHI SAMIN,Hissar,PHC,Primary,L3,spec_type,L3,29.080038,76.267742,6.90,real,2,137,ok,
308,PHC THURANA,Hissar,PHC,Primary,L3,spec_type,L3,29.130734,76.130120,18.65,real,1,138,ok,
309,PHC KHADRI,Jagadhari,PHC,Primary,L3,spec_type,L3,29.480972,75.775013,13.15,real,1,183,ok,
310,PHC KHARWAN,Jagadhari,PHC,Primary,L3,spec_type,,30.198783,77.357311,2.71,estimated,0,,ok,
311,PHC HAIBATPUR,Jagadhari,PHC,Primary,L3,spec_type,L3,30.302310,77.278213,16.35,real,1,185,ok,
312,PHC MUGALWALI,Jagadhari,PHC,Primary,L3,spec_type,L3,30.400997,77.329019,3.20,real,1,186,ok,
313,PHC RANJITPUR,Jagadhari,PHC,Primary,L3,spec_type,,30.397689,77.339049,23.06,estimated,0,,ok,
314,PHC ALAHAR,Jagadhari,PHC,Primary,L3,spec_type,L3,30.034690,77.209298,5.80,real,1,187,ok,
315,PHC ANTAWA,Jagadhari,PHC,Primary,L3,spec_type,L3,30.034016,77.143869,3.03,real,1,188,ok,
316,PHC MOHRI,Jagadhari,PHC,Primary,L3,spec_type,,30.269057,76.773829,7.99,estimated,0,,ok,
317,PHC BURIA,Jagadhari,PHC,Primary,L3,spec_type,L3,30.157256,77.357231,14.61,estimated,0,189,ok,
318,PHC KALANAUR,Jagadhari,PHC,Primary,L3,spec_type,L3,30.083109,77.336404,15.55,real,1,190,ok,
319,PHC SABAPUR,Jagadhari,PHC,Primary,L3,spec_type,L3,30.113865,77.367074,8.33,real,1,191,ok,
320,PHC KOT,Jagadhari,PHC,Primary,L3,spec_type,L3,30.623880,76.945860,12.25,real,1,192,ok,
321,PHC RASULPUR,Jagadhari,PHC,Primary,L3,spec_type,L3,30.445553,77.216002,8.63,real,1,193,ok,
322,PHC ARNAULI,Jagadhari,PHC,Primary,L3,spec_type,L3,30.223709,77.285897,1.88,real,1,194,ok,
323,PHC BHAMBHOL,Jagadhari,PHC,Primary,L3,spec_type,L3,30.181613,77.217786,10.38,real,1,195,ok,
324,PHC CHHUHHAKWAS,Jhajjar,PHC,Primary,L3,spec_type,L3,28.605422,76.516673,12.83,estimated,0,202,ok,
325,PHC JAHAZGARH,Jhajjar,PHC,Primary,L3,spec_type,L3,28.639112,76.562334,5.00,estimated,0,203,ok,
326,PHC MAJRA,Jhajjar,PHC,Primary,L3,spec_type,L3,28.163083,76.686134,2.38,estimated,0,204,ok,
327,PHC BADSA,Jhajjar,PHC,Primary,L3,spec_type,,28.509972,76.875272,4.07,estimated,0,,ok,
328,PHC CHHUDANI,Jhajjar,PHC,Primary,L3,spec_type,L3,28.659090,76.754165,8.59,estimated,0,206,ok,
329,PHC JAHANGIRPUR,Jhajjar,PHC,Primary,L3,spec_type,L3,28.585664,76.751916,25.47,estimated,0,901,ok,
330,PHC MACHROLI,Jhajjar,PHC,Primary,L3,spec_type,L3,28.476958,76.652891,3.70,real,1,900,ok,
331,PHC PATODA,Jhajjar,PHC,Primary,L3,spec_type,L3,28.410229,76.673654,9.53,real,1,207,ok,
332,PHC SILANI,Jhajjar,PHC,Primary,L3,spec_type,,28.934635,76.848683,19.51,estimated,0,,ok,
333,PHC TUMBAHERI,Jhajjar,PHC,Primary,L3,spec_type,,28.414578,76.541296,6.82,estimated,0,,ok,
334,PHC BARHANA,Jhajjar,PHC,Primary,L3,spec_type,L3,28.761096,76.676483,19.00,estimated,0,209,ok,
335,PHC BHAMBEVA,Jhajjar,PHC,Primary,L3,spec_type,L3,28.828689,76.646663,5.70,real,1,214,ok,
336,PHC DUJANA,Jhajjar,PHC,Primary,L3,spec_type,,28.685530,76.625941,12.07,estimated,0,,ok,
337,PHC   SALHAWAS,Jhajjar,PHC,Primary,L3,spec_type,,28.445806,76.469373,24.65,estimated,0,,ok,
338,PHC  BAHU JHOLARI,Jhajjar,PHC,Primary,L3,spec_type,L3,28.460438,76.324536,13.05,real,1,211,ok,
339,PHC  BIROHAR,Jhajjar,PHC,Primary,L3,spec_type,,28.583776,76.378891,12.30,estimated,0,,ok,
340,PHC JASSOURKHERI,Jhajjar,PHC,Primary,L3,spec_type,L3,28.787009,76.860276,11.15,real,2,212,ok,
341,PHC KANNODA,Jhajjar,PHC,Primary,L3,spec_type,L3,28.768202,76.924898,6.58,real,1,902,ok,
342,PHC MANDOTHI,Jhajjar,PHC,Primary,L3,spec_type,,28.710773,76.811457,19.83,estimated,0,,ok,
343,PHC NUNA MAJRA,Jhajjar,PHC,Primary,L3,spec_type,L3,28.675375,76.864878,4.80,real,1,213,ok,
344,PHC   KARSINDHU,Jind,PHC,Primary,L3,spec_type,,29.500680,76.224436,14.01,estimated,0,,ok,
345,PHC  CHATTAR,Jind,PHC,Primary,L3,spec_type,L3,29.515350,76.311553,10.65,real,1,232,ok,
346,PHC  DHMERKHA KALAN,Jind,PHC,Primary,L3,spec_type,L3,29.558991,76.152210,5.38,real,1,233,ok,
347,PHC  DURJANPUR,Jind,PHC,Primary,L3,spec_type,L3,29.040861,76.002165,13.63,real,1,234,ok,
348,PHC  SINSAR,Jind,PHC,Primary,L3,spec_type,L3,29.601042,76.205859,11.73,real,1,235,ok,
349,PHC UCHANA KHURD,Jind,PHC,Primary,L3,spec_type,L3,29.469491,76.124964,2.18,real,1,236,ok,
350,PHC  KINANA,Jind,PHC,Primary,L3,spec_type,L3,29.236338,76.346661,4.78,real,1,237,ok,
351,PHC  LAJWANA KALAN,Jind,PHC,Primary,L3,spec_type,L3,29.149537,76.469866,4.53,real,1,238,ok,
352,PHC  NINDANA,Jind,PHC,Primary,L3,spec_type,L3,29.006790,76.363738,3.45,real,1,239,ok,
353,PHC  SHAMLO KALAN,Jind,PHC,Primary,L3,spec_type,,29.213084,76.393003,8.60,estimated,0,,ok,
354,PHC JAI JAIWANTI,Jind,PHC,Primary,L3,spec_type,L3,29.169334,76.503413,11.65,real,1,241,ok,
355,PHC   SIWANAMAL,Jind,PHC,Primary,L3,spec_type,,29.257441,76.574166,15.11,estimated,0,,ok,
356,PHC RAJANA KALAN,Jind,PHC,Primary,L3,spec_type,L3,29.405021,76.623006,11.45,real,1,243,ok,
357,PHC AMARGARH,Jind,PHC,Primary,L3,spec_type,L3,29.618467,76.001137,5.10,real,1,244,ok,
358,PHC DANODA KALAN,Jind,PHC,Primary,L3,spec_type,L3,29.530924,76.019697,5.95,real,1,245,ok,
359,PHC DHAMTAN SAHIB,Jind,PHC,Primary,L3,spec_type,L3,29.698545,76.014642,13.63,real,1,246,ok,
360,PHC DHANOURI,Jind,PHC,Primary,L3,spec_type,L3,29.773759,76.178145,15.93,real,1,247,ok,
361,PHC KARAMGARH,Jind,PHC,Primary,L3,spec_type,L3,29.633467,76.040758,10.20,real,1,248,ok,
362,PHC DARIYAWALA,Jind,PHC,Primary,L3,spec_type,L3,29.350282,76.238123,2.53,real,1,249,ok,
363,PHC RAMRAI,Jind,PHC,Primary,L3,spec_type,L3,29.279343,76.236378,10.00,real,1,250,ok,
364,PHC DAULHA,Jind,PHC,Primary,L3,spec_type,L3,28.253088,77.102564,10.20,real,1,251,ok,
365,PHC GHOGRIAN,Jind,PHC,Primary,L3,spec_type,L3,29.459278,76.284994,7.03,real,2,976,ok,
366,PHC HATT,Jind,PHC,Primary,L3,spec_type,L3,29.404512,76.662358,11.75,real,1,252,ok,
367,PHC DHARTHRAT,Jind,PHC,Primary,L3,spec_type,L3,29.381639,76.452006,9.53,real,1,253,ok,
368,PHC NAGURA,Jind,PHC,Primary,L3,spec_type,,29.436959,76.369658,10.71,estimated,0,,ok,
369,PHC BADSIKRI,Kaithal,PHC,Primary,L3,spec_type,,29.613969,76.315579,6.10,estimated,0,,ok,
370,PHC BALU,Kaithal,PHC,Primary,L3,spec_type,L3,29.661619,76.392668,5.60,real,1,719,ok,
371,PHC BATTA,Kaithal,PHC,Primary,L3,spec_type,L3,29.705170,76.323305,12.60,real,1,879,ok,
372,PHC DEOBAN,Kaithal,PHC,Primary,L3,spec_type,L3,29.688181,76.414212,25.00,real,2,721,ok,
373,PHC SAJUMA,Kaithal,PHC,Primary,L3,spec_type,L3,29.732993,76.271016,8.40,real,1,722,ok,
374,PHC AGONDH,Kaithal,PHC,Primary,L3,spec_type,L3,29.995101,76.252782,16.73,real,1,723,ok,
375,PHC ARNOLI,Kaithal,PHC,Primary,L3,spec_type,L3,30.174751,76.416109,4.63,real,1,724,ok,
376,PHC BHAGAL,Kaithal,PHC,Primary,L3,spec_type,L3,30.064578,76.417750,15.15,real,1,725,ok,
377,PHC KANGTHALI,Kaithal,PHC,Primary,L3,spec_type,L3,29.955081,76.355902,21.08,real,1,726,ok,
378,PHC KHARAKAN,Kaithal,PHC,Primary,L3,spec_type,L3,28.823215,76.307104,11.68,real,1,727,ok,
379,PHC DHAND,Kaithal,PHC,Primary,L3,spec_type,L3,29.389223,75.458554,12.98,real,1,270,ok,
380,PHC PHARAL,Kaithal,PHC,Primary,L3,spec_type,L3,29.838593,76.590767,3.93,real,1,278,ok,
381,PHC RASINA,Kaithal,PHC,Primary,L3,spec_type,L3,29.758274,76.676226,21.05,real,1,271,ok,
382,PHC TEEK,Kaithal,PHC,Primary,L3,spec_type,L3,29.845567,76.519549,19.20,real,1,272,ok,
383,PHC KEORAK,Kaithal,PHC,Primary,L3,spec_type,L3,29.871882,76.473475,16.30,real,1,728,ok,
384,PHC PADLA,Kaithal,PHC,Primary,L3,spec_type,L3,29.799083,76.285240,7.90,real,1,729,ok,
385,PHC JAKHOLI,Kaithal,PHC,Primary,L3,spec_type,L3,29.776595,76.406546,17.80,real,1,273,ok,
386,PHC KARORA,Kaithal,PHC,Primary,L3,spec_type,L3,29.656459,76.541737,15.23,real,1,274,ok,
387,PHC KITHANA,Kaithal,PHC,Primary,L3,spec_type,L3,29.546718,76.388751,4.35,real,1,275,ok,
388,PHC HABRI,Kaithal,PHC,Primary,L3,spec_type,L3,29.701080,76.631343,15.80,real,1,276,ok,
389,PHC MUNDRI,Kaithal,PHC,Primary,L3,spec_type,L3,29.784995,76.502159,38.65,real,1,277,ok,
390,PHC PAI,Kaithal,PHC,Primary,L3,spec_type,L3,29.699105,76.524919,19.15,real,1,730,ok,
391,PHC JALMANA,Karnal,PHC,Primary,L3,spec_type,,29.589821,76.705938,24.04,estimated,0,,ok,
392,PHC POPRA,Karnal,PHC,Primary,L3,spec_type,,29.446917,76.496532,18.29,estimated,0,,ok,
393,PHC UPLANA,Karnal,PHC,Primary,L3,spec_type,,29.592371,76.666313,15.59,estimated,0,,ok,
394,PHC BARSAT,Karnal,PHC,Primary,L3,spec_type,L3,29.504238,77.049120,19.80,real,1,292,ok,
395,PHC CHOURA,Karnal,PHC,Primary,L3,spec_type,L3,29.558854,77.039000,26.78,real,2,293,ok,
396,PHC GAGSINA,Karnal,PHC,Primary,L3,spec_type,L3,29.554420,76.878048,28.53,real,1,294,ok,
397,PHC GUDHA,Karnal,PHC,Primary,L3,spec_type,,29.504209,76.947367,19.04,estimated,0,,ok,
398,PHC KUTAIL,Karnal,PHC,Primary,L3,spec_type,L3,29.595668,77.010055,19.80,real,1,295,ok,
399,PHC BHADSON,Karnal,PHC,Primary,L3,spec_type,,29.917869,76.960948,10.55,estimated,0,,ok,
400,PHC BIANA,Karnal,PHC,Primary,L3,spec_type,,29.835439,77.116542,20.90,estimated,0,,ok,
401,PHC KACHHWA,Karnal,PHC,Primary,L3,spec_type,L3,29.732110,76.893713,18.23,real,2,299,ok,
402,PHC KHUKHNI,Karnal,PHC,Primary,L3,spec_type,L3,29.957574,77.177593,22.98,real,1,297,ok,
403,PHC RAMBA,Karnal,PHC,Primary,L3,spec_type,L3,29.794145,76.986986,4.70,real,1,300,ok,
404,PHC SAGGA,Karnal,PHC,Primary,L3,spec_type,L3,29.757465,76.845022,15.73,real,1,298,ok,
405,PHC BAROTA,Karnal,PHC,Primary,L3,spec_type,L3,29.620174,76.934504,16.83,real,1,301,ok,
406,PHC GULLARPUR SEORI,Karnal,PHC,Primary,L3,spec_type,,29.645425,76.773208,14.93,estimated,0,,ok,
407,PHC JUNDLA,Karnal,PHC,Primary,L3,spec_type,L3,29.651636,76.869627,14.35,real,1,302,ok,
408,PHC MUNAK,Karnal,PHC,Primary,L3,spec_type,,29.521178,76.847797,22.95,estimated,0,,ok,
409,PHC SALWAN,Karnal,PHC,Primary,L3,spec_type,L3,29.512320,76.721310,21.80,real,1,303,ok,
410,PHC PADHANA,Karnal,PHC,Primary,L3,spec_type,L3,29.575083,76.779371,11.53,real,1,618,ok,
411,PHC SAMANA BHAU,Karnal,PHC,Primary,L3,spec_type,,29.902660,76.916615,16.54,estimated,0,,ok,
412,PHC GHEER,Karnal,PHC,Primary,L3,spec_type,L3,29.778597,77.113963,11.98,real,1,304,ok,
413,PHC MADHUBAN,Karnal,PHC,Primary,L3,spec_type,L3,29.603053,76.976717,24.08,real,1,305,ok,
414,PHC AMIN,Kurukshetra,PHC,Primary,L3,spec_type,L3,29.912180,76.865366,14.50,real,1,358,ok,
415,PHC DHURALA,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.031486,76.809818,15.15,real,1,359,ok,
416,PHC KIRMACH,Kurukshetra,PHC,Primary,L3,spec_type,L3,29.900140,76.783979,13.13,real,1,360,ok,
417,PHC DEEG,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.135686,76.911805,15.58,real,1,361,ok,
418,PHC TATKA,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.041229,76.953352,1.40,real,1,362,ok,
419,PHC ISMAILABAD,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.116313,76.666518,10.88,real,1,363,ok,
420,PHC KALSANA,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.156949,76.816902,16.40,real,1,364,ok,
421,PHC THOL,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.164130,76.709258,20.40,real,1,365,ok,
422,PHC GUDHA,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.074590,77.050431,6.03,real,1,366,ok,
423,PHC RAMGARH ROR,Kurukshetra,PHC,Primary,L3,spec_type,L3,29.996318,76.460989,10.78,real,1,367,ok,
424,PHC SAINA SAIDA,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.014376,76.548699,15.45,real,2,368,ok,
425,PHC SARSA,Kurukshetra,PHC,Primary,L3,spec_type,,29.956656,76.664213,15.74,estimated,0,,ok,
426,PHC THASKA MIRA JI,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.114743,76.693875,8.53,real,1,369,ok,
427,PHC KHANPUR KOLIAN,Kurukshetra,PHC,Primary,L3,spec_type,L3,30.035508,76.883285,10.83,real,1,370,ok,
428,PHC PIPLI,Kurukshetra,PHC,Primary,L3,spec_type,L3,29.977556,76.898673,2.40,real,1,371,ok,
